"caseid"	"gender"	"age"	"race"	"education"	"income"	"HomeOwner"	"PrimTurnout"	"turnout2008"	"votes2008"	"turnout2004"	"votes2004"	"UsualVoter"	"religion"	"married"	"PartyID"	"Ideology"	"GayMarriage"	"UllamAppove"	"OuterLike"	"InnerLike"	"VonNeumann"	"Clinton"	"Hastings"	"Rosenbluth"	"Ullam"	"Best"	"TotPop"
"ID406"	12986.3	1.63333333333333	46.1	1.56666666666667	3.96666666666667	11.1333333333333	1.9	1.53333333333333	1.23333333333333	1.93333333333333	1.73333333333333	1.46666666666667	1.26666666666667	2.13333333333333	4.8	1.83333333333333	3.36666666666667	1.8	-0.611111111111111	0.266666666666667	-0.216666666666667	0.0222222222222222	0.122222222222222	0.377777777777778	0.0833333333333333	-0.438888888888889	0.0777777777777778	30
"ID407"	12380.05	1.55	40.6	1.5	4	11.1	1.85	1.35	1.3	1.85	1.8	1.5	1.3	2.75	5	1.45	3.4	2.05	-0.45	0.3	-0.325	0.0083333333333333	0.0166666666666666	0.333333333333333	0.1	-0.433333333333333	-0.208333333333333	20
"ID408"	10327.1538461538	1.76923076923077	47.0769230769231	1.69230769230769	3.61538461538462	11.5384615384615	1.84615384615385	1.61538461538462	1.15384615384615	1.92307692307692	1.69230769230769	1.69230769230769	1.38461538461538	3.07692307692308	5.30769230769231	0.769230769230769	2.69230769230769	1.69230769230769	-0.794871794871795	0.538461538461538	-0.384615384615385	-0.0769230769230769	0.525641025641026	0.294871794871795	0.32051282051282	-0.666666666666667	-0.230769230769231	13
"ID409"	14032	1	78	1	2	10	2	2	1	2	2	1	1	2	1	0	2	3	-1	0.5	-1	-0.5	1	0.5	1	-1	0	1
"ID410"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID411"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID412"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID413"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID414"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID415"	22626	1	25	3	3	6	2	2	1	1	2	2	2	1	1	6	6	1	0.333333333333333	-1	1	1	-1	-1	-1	0.5	1	1
"ID416"	9827	1.5	42	3	3.5	5.5	1	1.5	1.5	1.5	1.5	1	1	2.5	6	1	4.5	2	-0.5	0	0	0	0	-0.25	-0.25	0.25	0	2
"ID417"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID418"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID419"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID420"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID421"	10477	1	44	1	4	15	1	1	2	2	1	2	2	4	4	5	6	3	0	-1	0.5	0.5	-0.5	-1	0.333333333333333	0	0.5	1
"ID422"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID423"	15857.5	1	61	1	2.5	12	1	2	1	2	2	1	1	1	1.5	0.5	3	1.5	-0.5	0.5	-0.25	0.75	1	1	0.25	-0.166666666666666	0.75	2
"ID424"	16494	1.33333333333333	42.6666666666667	1	4	12.3333333333333	1	1.33333333333333	1	2.33333333333333	1.66666666666667	1.66666666666667	1	2.33333333333333	5.33333333333333	2	2.33333333333333	1.33333333333333	-1	0.222222222222222	-0.5	-0.166666666666667	0.333333333333333	0.5	0.333333333333333	-0.833333333333333	0	3
"ID425"	11295.8333333333	1.58333333333333	53.75	1	3.25	11.5	1	1.66666666666667	1.08333333333333	1.16666666666667	1.91666666666667	1.91666666666667	1.08333333333333	2	1	4	5.33333333333333	1.41666666666667	-0.347222222222222	-0.25	0.236111111111111	0.319444444444444	-0.208333333333333	0.125	0.0416666666666667	-0.0833333333333333	0.347222222222222	12
"ID426"	13778.8571428571	1.71428571428571	61	1	2.71428571428571	10.7142857142857	1	1.42857142857143	1.14285714285714	1.71428571428571	1.57142857142857	1.57142857142857	1.14285714285714	2.42857142857143	2.71428571428571	2.42857142857143	3.71428571428571	1.85714285714286	-0.571428571428571	0.285714285714286	-0.0476190476190476	0.19047619047619	0.238095238095238	0.5	0.119047619047619	-0.333333333333333	-0.119047619047619	7
"ID427"	9091.85714285714	1.71428571428571	54.4285714285714	1	3.71428571428571	12.1428571428571	1	2	1	1.42857142857143	1.85714285714286	1.71428571428571	1	1.14285714285714	2.42857142857143	2.71428571428571	3.57142857142857	1.57142857142857	-0.571428571428571	0.428571428571429	-0.214285714285714	0.142857142857143	0.214285714285714	-0.0952380952380953	0.214285714285714	-0.595238095238095	0.0714285714285714	7
"ID428"	14749.3636363636	1.36363636363636	52.4545454545455	1	3.81818181818182	11.4545454545455	1	1.54545454545455	1.09090909090909	1.54545454545455	2	1.81818181818182	1.09090909090909	2.09090909090909	2.72727272727273	4.36363636363636	5.27272727272727	1.63636363636364	0.136363636363636	-0.196969696969697	0.242424242424242	0.166666666666667	-0.590909090909091	0.0454545454545454	-0.409090909090909	0.257575757575758	0.439393939393939	11
"ID429"	8946.55555555555	1.66666666666667	58.2222222222222	1	3.77777777777778	12.1111111111111	1	1.44444444444444	1.22222222222222	1.66666666666667	1.88888888888889	1.55555555555556	1.11111111111111	2.77777777777778	2.66666666666667	1.66666666666667	3.88888888888889	1.55555555555556	-0.555555555555556	0.0925925925925926	-0.203703703703704	0.166666666666667	-0.0555555555555554	0.240740740740741	0.259259259259259	-0.388888888888889	0.185185185185185	9
"ID430"	10285.3333333333	2	64.3333333333333	1	3.66666666666667	11.6666666666667	1	1.66666666666667	1	1.66666666666667	2	1.33333333333333	1	2.66666666666667	3.66666666666667	1.66666666666667	4.66666666666667	1.66666666666667	-1	0.333333333333333	-0.5	-0.166666666666667	0.5	0.5	0.166666666666667	-0.666666666666667	-0.222222222222222	3
"ID431"	10603.6666666667	1.66666666666667	52.3333333333333	1	2.66666666666667	10.3333333333333	1	1.66666666666667	1	1.33333333333333	2	1.66666666666667	1	1.33333333333333	2.33333333333333	5.66666666666667	5.33333333333333	1.66666666666667	0.111111111111111	-0.5	0.5	0.166666666666667	-0.666666666666667	-0.166666666666667	-0.333333333333333	0.166666666666667	0.5	3
"ID432"	13401.8	1.6	55	1.2	3.6	11.6	1	1.4	1	1.6	2	1.2	1	1.4	1.6	2.2	4.2	1.6	-0.4	0.4	0	0	0.4	0.6	-0.1	-0.233333333333333	0	5
"ID433"	5855	1.5	58.5	1	3	11	1	1.5	1	1.5	2	1.5	1	3	1	4	2.5	2	-0.5	-0.5	0	0	-0.5	0	0.5	0	0.25	2
"ID434"	10582	2	59	1	3	11	1	1	1	1	2	2	1	1	1	6	7	1	0	0	0.5	0	-0.5	-0.333333333333333	0	0.5	1	1
"ID435"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID436"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID437"	17341	2	53	1	3	11	1	2	1	2	2	2	1	2	4	4	6	2	0	0	0	0	-0.5	0.333333333333333	0	0	0	1
"ID438"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID439"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID440"	11354	2	23	1	3	16	3	1	1	1	1	2	2	2	8	3	4	2	0.5	0	0	0	0	0	0	0.5	1	1
"ID441"	11973.8	1.4	66	1	4	16.4	1	1.8	1.2	1.4	1.8	1.8	1	2	1	4.4	5.8	1.8	0.166666666666666	-0.4	0.4	0.4	-0.6	-0.2	-0.133333333333333	0.2	0.666666666666667	5
"ID442"	15306	1.66666666666667	43	3	3.66666666666667	16.3333333333333	2	1.33333333333333	1	1.66666666666667	1.66666666666667	1.66666666666667	1.66666666666667	3.33333333333333	3.33333333333333	2.33333333333333	3.66666666666667	2.66666666666667	-0.5	0	-0.166666666666667	0.111111111111111	0.277777777777778	-0.0555555555555557	0	-0.5	0.333333333333333	3
"ID443"	14911.3333333333	1.33333333333333	53.3333333333333	1	4.33333333333333	16.3333333333333	1.66666666666667	1	1.33333333333333	1	1.66666666666667	2	1.33333333333333	1	3.33333333333333	5.33333333333333	6	1.66666666666667	0.166666666666667	-0.611111111111111	0.555555555555555	0.833333333333333	-0.666666666666667	-0.222222222222222	-0.444444444444444	0.333333333333333	0.777777777777778	3
"ID444"	18740.6666666667	1.33333333333333	50.3333333333333	2	3.66666666666667	15.6666666666667	1	1.66666666666667	1	1.33333333333333	1.66666666666667	1.66666666666667	1	4.33333333333333	1	4.33333333333333	5.33333333333333	2	0.0555555555555557	-0.333333333333333	0	0.166666666666667	-0.5	-0.0555555555555557	-0.333333333333333	0.333333333333333	0	3
"ID445"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID446"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID447"	16988	2	43	2	5	16	1	2	1	2	2	1	1	1	1	0	4	1	-1	0.5	0	-1	1	0.5	0.5	-1	-1	1
"ID448"	19442.5	1.5	31.5	1.5	4	11	1.5	1.5	1	2	1.5	1	1	3	1	0	5	1	-1	0.75	-0.5	-0.0833333333333335	0.5	0.75	0.166666666666666	-0.5	-0.5	2
"ID449"	6571.6	1.7	44.1	1.5	3	9.8	2	1.4	1.5	1.8	1.4	1.7	1.5	2.2	4.1	3.7	4.1	1.9	-0.5	0	-0.0666666666666667	-0.0666666666666667	-0.0333333333333333	0.283333333333333	-0.05	-0.333333333333333	0.15	10
"ID450"	12764.5625	1.8125	42.125	1.6875	3.8125	10.6875	1.875	1.5625	1.4375	1.875	1.75	1.375	1.25	2.75	4.625	2.4375	3.1875	1.625	-0.614583333333333	0.25	-0.1875	-0.0208333333333334	0.125	0.364583333333333	0.333333333333333	-0.40625	-0.208333333333333	16
"ID451"	10053.25	1.66666666666667	41.5	1.58333333333333	3.75	10.6666666666667	1.83333333333333	1.66666666666667	1.08333333333333	1.66666666666667	1.83333333333333	1.5	1.25	2.5	3.33333333333333	1.66666666666667	3.41666666666667	1.58333333333333	-0.541666666666667	0.333333333333333	-0.208333333333333	0.0416666666666667	0.0833333333333333	0.486111111111111	0.152777777777778	-0.513888888888889	-0.0277777777777778	12
"ID452"	12995.0833333333	1.66666666666667	41.6666666666667	1.75	3.83333333333333	10.6666666666667	2	1.41666666666667	1.41666666666667	1.66666666666667	1.66666666666667	1.91666666666667	1.41666666666667	2.16666666666667	6	3.58333333333333	4.33333333333333	2	-0.472222222222222	-0.111111111111111	0.0138888888888889	0.25	-0.0416666666666667	-0.0277777777777777	-0.0277777777777777	-0.444444444444444	0.194444444444444	12
"ID453"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID454"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID455"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID456"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID457"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID458"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID459"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID460"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID461"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID462"	11007.5	1.5	50.5	3	2	7	1	1.5	1	2	1.5	2	1	3	3.5	1	3.5	2.5	-1	0.25	0	-0.166666666666666	0.25	0.25	0	-0.75	0	2
"ID463"	14082	1.5	43	4	3.5	6.5	1	2	1	2	2	2	1.5	3	5	0.5	5.5	1	-0.666666666666667	0.75	-0.5	0.166666666666666	0.666666666666667	1	0.25	-0.333333333333333	-0.5	2
"ID464"	13804.6666666667	1.33333333333333	47.6666666666667	2	3	8.33333333333333	1.33333333333333	1.66666666666667	1.33333333333333	1.66666666666667	1.66666666666667	1.66666666666667	1.33333333333333	3.33333333333333	4.66666666666667	3.66666666666667	3.33333333333333	2	-0.166666666666667	-0.166666666666667	0	0.277777777777778	0	-0.222222222222222	0	0	0	3
"ID465"	9840	1	48	1	3	11	1	1	1	1	2	2	1	1	8	6	4	2	1	-0.5	1	0.5	-1	0.5	0.5	1	0	1
"ID466"	6969	1	42.3333333333333	1	3.33333333333333	13.3333333333333	1	1.33333333333333	1.66666666666667	1.66666666666667	1.66666666666667	2	1.66666666666667	2	3.33333333333333	5.66666666666667	6.33333333333333	2	0.611111111111111	-0.333333333333333	0.666666666666667	0.444444444444444	-1	-0.333333333333333	0	0.5	1	3
"ID467"	9541.33333333333	1.66666666666667	52	1	3	12	1	1.33333333333333	1	1	2	1.33333333333333	1	1	1	2	5.33333333333333	2	0.111111111111111	0	0	0.166666666666667	0.277777777777778	0	0	0.333333333333333	1	3
"ID468"	10797	1.33333333333333	54.3333333333333	1	3.33333333333333	10	1	2	1.33333333333333	2.33333333333333	2	1.33333333333333	1.33333333333333	4.33333333333333	2	2.66666666666667	2.66666666666667	1.66666666666667	-0.5	0.333333333333333	0	0	-0.5	0	0	-0.333333333333333	0.166666666666667	3
"ID469"	7813.4	1.2	55.2	1.2	3	12	1	1.6	1	1.6	2	2	1	2.4	2.2	4	4.2	1.4	-0.3	-0.133333333333333	0.1	0.0666666666666666	0.166666666666667	0.2	0.0666666666666666	0.233333333333333	0.2	5
"ID470"	13468	1.8	55.7	1.1	3.4	11.7	1	1.9	1.2	1.7	1.8	1.8	1.1	2.5	2.5	2.8	4.3	1.8	-0.416666666666667	0.2	-0.05	-0.0333333333333334	-0.233333333333333	0.416666666666667	0.133333333333333	-0.4	-0.05	10
"ID471"	16007.5	1.875	61.625	1	3	10.375	1	1.375	1	1.5	1.875	1.875	1.125	1.75	2.875	3.5	5	1.625	-0.229166666666667	0.125	-0.0625	0.0625	-0.0625	0.0833333333333334	0	-0.375	-0.0625	8
"ID472"	14736.3333333333	1.66666666666667	53.1666666666667	1	3.33333333333333	11.3333333333333	1	1.5	1.16666666666667	1.5	2	1.83333333333333	1	1.33333333333333	2	2	4.16666666666667	1.83333333333333	-0.25	0.166666666666667	0.0555555555555555	-0.305555555555555	-0.0277777777777778	0.583333333333333	0.111111111111111	-0.0277777777777778	0.138888888888889	6
"ID473"	9133.5	1.6	57.7	1	3.4	11.5	1	1.7	1.4	1.8	1.7	1.8	1.5	2.6	2.2	2.7	4.6	1.6	-0.166666666666667	0.233333333333333	-0.0333333333333333	0.0333333333333333	0.0333333333333334	-0.05	-0.2	-0.183333333333333	0.166666666666667	10
"ID474"	15192.5	1.5	56.2	1.1	3.4	11	1	1.6	1.1	1.7	2	1.6	1	2.4	1.3	2.4	3.9	1.7	-0.316666666666667	0	-0.2	-0.15	0.15	0.0833333333333334	0.05	-0.35	0.15	10
"ID475"	12933.1	1.3	51.8	1.1	3.5	11.6	1	1.6	1	1.5	1.7	1.9	1.4	1.9	2.1	2.6	4.6	2.1	-0.25	-0.05	0.1	0.4	-0.383333333333333	0.15	-0.1	-0.0333333333333333	0.35	10
"ID476"	16556.4	1.6	56.4	1	3.5	10.7	1	1.7	1.1	1.5	2	1.7	1	1.6	1.7	4	5	1.3	-0.183333333333333	-0.15	0.1	0.25	0.1	0.133333333333333	0.3	0.0499999999999999	0.5	10
"ID477"	10582.625	1.625	55.875	1	3.375	11	1	1.625	1.125	1.375	1.75	1.375	1	2.25	2.375	3.125	4.125	1.625	-0.5	0.3125	-0.0833333333333334	0.3125	0.3125	-0.0625	0.416666666666667	-0.229166666666667	0.25	8
"ID478"	10408.5	1.5	44	1	4.5	11.5	1	2	1	2	2	1.5	1	1.5	1	1.5	3	2.5	-1	0.25	-0.5	0.5	0.5	0.75	0	-1	0.5	2
"ID479"	19846	2	58	1	2	10	1	2	1	2	2	1	1	1	1	0	5	2	-1	1	0	0	1	1	0.5	-1	-0.5	1
"ID480"	3381	2	62	1	3	9	1	2	1	1	2	2	1	4	1	4	4	2	-0.5	0	0	0.5	0	0	0	0.5	1	1
"ID481"	12907.3333333333	2	48	1	3.66666666666667	10.6666666666667	1	1.66666666666667	1.33333333333333	1.66666666666667	1.66666666666667	2.66666666666667	1	1.33333333333333	4.33333333333333	3	4.33333333333333	1.66666666666667	-0.333333333333333	0.333333333333333	-0.0555555555555557	0.166666666666667	0	0.5	0.166666666666667	0	0	3
"ID482"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID483"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID484"	4804	1	64	4	4	13	1	2	1	2	2	3	1	5	2	2	2	2	-1	0	0	0	-0.5	0.5	0	-1	-0.5	1
"ID485"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID486"	20228	2	33	1	4	13	3	1	1	1	1	1	1	5	1	4	2	2	-0.5	0	-0.333333333333333	-0.333333333333333	-0.333333333333333	-0.333333333333333	0	-0.5	0	1
"ID487"	15905	1	52	1	3	12	3	2	1	2	2	1	1	1	5	0	2	1	-0.5	0.5	-0.5	-1	0.5	0.333333333333333	0.333333333333333	-1	0	1
"ID488"	7222	2	44.5	2.5	3	16.5	2	1.5	2	2	1	2	1.5	3	1	4	4	1.5	0	0	0	0.25	-0.0833333333333335	0.25	0	0.25	0.166666666666666	2
"ID489"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID490"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID491"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID492"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID493"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID494"	1875	2	37	3	3	10	2	1	1	2	1	2	2	2	4	2	2	2	-1	1	-0.5	-1	0.5	0.5	0	-1	0	1
"ID495"	15378	1.5	47	1	3.5	8.16666666666667	2	1.66666666666667	1.16666666666667	1.5	1.83333333333333	1.66666666666667	1	2.5	4	1.83333333333333	2	2.16666666666667	-0.444444444444445	-0.166666666666667	-0.5	0.0277777777777778	0.194444444444445	0.0833333333333333	-0.166666666666667	-0.333333333333333	-0.0555555555555555	6
"ID496"	5271	1.33333333333333	31.3333333333333	1	3.33333333333333	11.6666666666667	2	1.33333333333333	1.33333333333333	1.66666666666667	1.33333333333333	2	1.66666666666667	2	3.33333333333333	4.66666666666667	5.33333333333333	2.33333333333333	0	-0.5	0.333333333333333	0.166666666666667	-0.611111111111111	-0.333333333333333	-0.333333333333333	0	0.166666666666667	3
"ID497"	5701.5	2	54	1	5	10	2	1.5	1	1.5	2	1.5	1	3	6	3.5	3.5	1.5	-0.75	0	0	0.25	-0.25	0.416666666666667	0	-0.25	0	2
"ID498"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID499"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID500"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID501"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID502"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID503"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID504"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID505"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID506"	12475	1.66666666666667	51	3.33333333333333	3.66666666666667	6	1.33333333333333	1.66666666666667	1	1.66666666666667	2	1.33333333333333	1	2.66666666666667	4.33333333333333	2	5.33333333333333	2.33333333333333	-0.666666666666667	0.166666666666667	0.166666666666667	0	0.333333333333333	0.333333333333333	0.166666666666667	-0.166666666666667	0.333333333333333	3
"ID507"	12434	1.5	34	3	3	3	1.5	1	2	2	1	2	1.5	3.5	6	1.5	3	3	0.166666666666666	0	0.166666666666666	-0.166666666666666	0.75	0.5	0	0.5	0	2
"ID508"	5436.5	2	34	3.5	3	4.5	2	1.5	1.5	2	1.5	1.5	1.5	1	6	3	4	2	-0.5	0	0	0	0.666666666666667	0.25	0	-0.25	0	2
"ID509"	15480.3333333333	1.66666666666667	54.5	2.66666666666667	3.16666666666667	9	1.5	1.66666666666667	1.33333333333333	2	1.83333333333333	1.5	1.33333333333333	2.5	4.33333333333333	0.833333333333333	3.66666666666667	2	-0.472222222222222	0.333333333333333	-0.166666666666667	0.0833333333333333	0.388888888888889	0.666666666666667	0.416666666666667	-0.444444444444445	-0.166666666666667	6
"ID510"	10267	2	65	3.5	2.75	5	1.25	1.75	1	1.75	2	1.75	1	2.25	2	1.75	4.5	2.5	-0.583333333333333	0.0416666666666668	-0.125	0.125	0.125	0.25	0	-0.375	0.125	4
"ID511"	14023.3333333333	1.33333333333333	57	1	3.33333333333333	10	1.66666666666667	1.33333333333333	1	1.33333333333333	1.66666666666667	1.66666666666667	1	2	1.33333333333333	3.33333333333333	5.66666666666667	1.33333333333333	0	0.0555555555555557	0	0.333333333333333	-0.166666666666667	0.166666666666667	0.166666666666667	0.5	0	3
"ID512"	15769.6666666667	2	52	1	3	12	1	2	1	1.33333333333333	2	1.66666666666667	1	2.66666666666667	3	3.33333333333333	3.66666666666667	1.66666666666667	-0.5	0	0	0.333333333333333	0.666666666666667	0.5	0	-0.666666666666667	0	3
"ID513"	13233	2	39	1	3	16	1	2	1	1	2	2	1	4	1	5	4	1	0.5	0.5	0.5	0.5	0	-0.5	0	1	1	1
"ID514"	14368	1.75	56	1	4	11.5	1	1.5	1	2	1.75	1.75	1	1.25	1.75	3.5	4.75	1.25	-0.125	-0.25	-0.125	-0.125	-0.625	-0.25	0	-0.0416666666666668	0	4
"ID515"	14696.6666666667	1.66666666666667	59.5	1	2.5	12	1	1.83333333333333	1.33333333333333	1.83333333333333	2	1.33333333333333	1.16666666666667	3.16666666666667	1	2.33333333333333	4.16666666666667	1.66666666666667	-0.583333333333333	0.277777777777778	-0.25	0.25	0.25	0.416666666666667	0.222222222222222	-0.5	0	6
"ID516"	11785.6923076923	1.76923076923077	56.4615384615385	1.07692307692308	3.30769230769231	12	1	1.61538461538462	1.15384615384615	1.53846153846154	1.84615384615385	1.61538461538462	1.15384615384615	1.46153846153846	2.23076923076923	2.92307692307692	4.84615384615385	1.84615384615385	-0.320512820512821	0.153846153846154	-0.0769230769230769	0.166666666666667	0.307692307692308	0.307692307692308	0.153846153846154	-0.243589743589744	0.294871794871795	13
"ID517"	12548	1.5	48	1	4.25	13	1	1.5	1	2	2	1.25	1	2.5	3	0.25	2.25	2	-1	1	-0.375	-0.125	0.5	0.875	0.375	-0.875	-0.625	4
"ID518"	12511.6666666667	1.5	62.1666666666667	1	2.66666666666667	9.83333333333333	1	1.66666666666667	1	1.83333333333333	2	1.5	1	1.83333333333333	1.16666666666667	1.66666666666667	3.5	1.83333333333333	-0.833333333333333	0.583333333333333	-0.666666666666667	-0.333333333333333	0.0833333333333333	0.472222222222222	0.166666666666667	-0.75	0	6
"ID519"	13909.8888888889	1.77777777777778	47.2222222222222	1.11111111111111	3.88888888888889	11.4444444444444	1	1.55555555555556	1	1.55555555555556	1.77777777777778	1.77777777777778	1.22222222222222	1.88888888888889	1.33333333333333	3.33333333333333	4.77777777777778	1.55555555555556	-0.203703703703704	0.0925925925925926	0.222222222222222	0.277777777777778	-0.388888888888889	0.148148148148148	-0.0185185185185186	0.037037037037037	0.444444444444444	9
"ID520"	15284.2857142857	1.42857142857143	53.2857142857143	1.14285714285714	3.14285714285714	12.1428571428571	1.28571428571429	1.71428571428571	1	1.57142857142857	1.85714285714286	1.28571428571429	1.28571428571429	2.71428571428571	2.71428571428571	2.71428571428571	4.57142857142857	1.71428571428571	-0.214285714285714	0.0714285714285714	-0.142857142857143	0.285714285714286	0.0238095238095239	-0.0476190476190476	-0.0952380952380953	-0.214285714285714	0.214285714285714	7
